"source","title","author","genre","price_usd","rating","ratings_count","year","language","scraped_at","snapshot_id"
"Open Library","Don't Believe Everything You Think","Joseph Nguyen","self_help",NA,4.12,51,2022,"eng",2025-11-01 09:00:00,1
"Open Library","The Murders in the Rue Morgue","Edgar Allan Poe","horror",NA,4.33,20,1841,"epo",2025-11-01 09:00:00,1
"Open Library","Financial Management","Eugene F. Brigham","business",NA,4.77,4,1977,"eng",2025-11-01 09:00:00,1
"Open Library","走ることについて語るときに僕の語ること","村上春樹","sports",NA,3.89,41,2006,"chi",2025-11-01 09:00:00,1
"Open Library","Mémoires d'Hadrien","Marguerite Yourcenar","historical_fiction",NA,3.48,7,1951,"gre",2025-11-01 09:00:00,1
"Open Library","The power of one","Bryce Courtenay","sports",NA,4.09,11,1989,"eng",2025-11-01 09:00:00,1
"iTunes Store","Cooking with Cannabis","Adam Gottlieb","cooking",13.61,3.99,9,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","The Immortal Iron Fist, Vol. 1: The Last Iron Fist Story","Ed Brubaker, Matt Fraction, David Aja & Travel Foreman","travel",10.6,4.45,19,NA,NA,2025-11-01 09:00:00,1
"Google Books","Lost in Lexicon","Pendred Noyce","Juvenile Fiction",NA,NA,NA,2011,"en",2025-11-01 09:00:00,1
"iTunes Store","Mr Wilman’s Motoring Adventure","Andy Wilman","adventure",15.51,4.92,34,NA,NA,2025-11-01 09:00:00,1
"Open Library","Interpreter of Maladies","Jhumpa Lahiri","self_help",NA,3.79,41,1999,"eng",2025-11-01 09:00:00,1
"Open Library","Ultralearning","Scott Young","self_help",NA,4.41,13,2019,"eng",2025-11-01 09:00:00,1
"iTunes Store","Modern World History: Imperialism","Vern Cleary","world history",0,5,43,NA,NA,2025-11-01 09:00:00,1
"Open Library","An American Tragedy","Theodore Dreiser","historical_fiction",NA,3.8,14,1900,"rus",2025-11-01 09:00:00,1
"Open Library","On food and cooking","Harold McGee","cookbook",NA,4.53,8,1984,"eng",2025-11-01 09:00:00,1
"iTunes Store","The Art of Super7","Super7","art design",31.46,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","The Professor","Charlotte Brontë","poetry",NA,3.35,8,1856,"eng",2025-11-01 09:00:00,1
"iTunes Store","How to Change the Way You Think: Your Journey to Finding Happiness","Amy Sharp","self help",0,4.42,5866,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Design Your Life: A Practical Method For Better Living - Self Help Book","Dan Simen","self help",0,2.99,5,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Camping Horror Stories","Tom Lyons & Steven Armstrong","horror fiction",3.8,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Fourth Grade Poetry Party","Fourth Grade Students at Flint Hill School","poetry",0,4.51,27,NA,NA,2025-11-01 09:00:00,1
"Open Library","Aeneis","Publius Vergilius Maro","art",NA,3.08,6,1710,"fre",2025-11-01 09:00:00,1
"iTunes Store","The Balkans in World History","Andrew Baruch Wachtel","world history",28.91,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Mathematical Finance","Nikolai Dokuchaev","business finance",91.68,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Pete the Cat: Big Easter Adventure","James Dean & Kimberly Dean","adventure",6.95,4.08,128,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","The Cooking House","Z.N. Singer","cooking",0,3.48,12,NA,NA,2025-11-01 09:00:00,1
"Open Library","Right Move","Liz Tomforde","sports",NA,4.47,2,2023,"eng",2025-11-01 09:00:00,1
"Google Books","Undoing Gender","Judith Butler","History",NA,4.86,1,2004,"en",2025-11-01 09:00:00,1
"iTunes Store","A Little Bit of Everything For Dummies","John Wiley & Sons, Inc.","sports outdoors",0,3.51,1326,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","The Book of Cold Case Files: 5 Terrifying Serial Killer and True Murder Mysteries - An Insider’s Look at Systemic Failure from Around the Globe","True Crime Manor & Adam Bundy","true crime",0,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Google Books","In Search of Dreams","Ginna Gray","Fiction",NA,NA,NA,2001,"en",2025-11-01 09:00:00,1
"iTunes Store","Psychology and Social Sanity","Hugo Münsterberg","psychology",0,3.99,25,NA,NA,2025-11-01 09:00:00,1
"Open Library","Nourishing traditions","Sally Fallon","cookbook",NA,NA,NA,1999,"eng",2025-11-01 09:00:00,1
"Open Library","Le Comte de Monte Cristo","Alexandre Dumas","historical_fiction",NA,4.25,192,1830,"yid",2025-11-01 09:00:00,1
"iTunes Store","Bluest Eyes in Texas: A Country Romance Novel (Book 1)","S.A. Tadej","romance novel",0,3.98,61,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","The 58th Golden Age of Science Fiction MEGAPACK®: Miriam Allen deFord","Miriam Allen DeFord","science fiction",0.99,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","The Psychology of Leadership","Sébastien Pagé","psychology",21.62,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","This Side of Paradise","F. Scott Fitzgerald","romance",NA,3.86,17,1920,"por",2025-11-01 09:00:00,1
"iTunes Store","Western Philosophy","John G. Cottingham","philosophy",55.34,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","A Brief History of Time","Stephen Hawking","philosophy",NA,4.1,223,1988,"por",2025-11-01 09:00:00,1
"iTunes Store","Rise of the Dragons (Kings and Sorcerers—Book 1)","Morgan Rice","fantasy",0,4.6,3125,NA,NA,2025-11-01 09:00:00,1
"Open Library","The Daughter of Time","Josephine Tey","history",NA,3.5,9,1951,"ger",2025-11-01 09:00:00,1
"Open Library","When we were very young","A. A. Milne","poetry",NA,4.31,10,1924,"eng",2025-11-01 09:00:00,1
"Open Library","Moralia","Plutarch","poetry",NA,4.09,15,1500,"heb",2025-11-01 09:00:00,1
"Open Library","The Castle of Otranto","Horace Walpole","historical_fiction",NA,3.42,15,1764,"por",2025-11-01 09:00:00,1
"iTunes Store","Charlie and the Great Glass Elevator","Roald Dahl & Quentin Blake","childrens fiction",5.75,4.42,258,NA,NA,2025-11-01 09:00:00,1
"Open Library","Sisters of the Yam","bell hooks","self_help",NA,NA,NA,1993,"eng",2025-11-01 09:00:00,1
"Open Library","The Innocence of Father Brown (Father Brown Mystery)","Gilbert Keith Chesterton","thriller",NA,4.24,17,1583,"por",2025-11-01 09:00:00,1
"Google Books","Lonely Planet Thailand’s Islands & Beaches","Lonely Planet","sports",NA,NA,NA,NA,"en",2025-11-01 09:00:00,1
"Open Library","Orthodoxy","Gilbert Keith Chesterton","philosophy",NA,4.26,13,1874,"eng",2025-11-01 09:00:00,1
"iTunes Store","Banking and Finance","John F. Wilson, Nicholas Wong & Steven Toms","business finance",32.77,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Her Perfect Storm - A Fake Relationship Romance Novel","A. M. Kusi","romance novel",3.98,4.39,19,NA,NA,2025-11-01 09:00:00,1
"Open Library","His Last Bow [8 stories]","Arthur Conan Doyle","fiction",NA,4.02,29,1917,"fre",2025-11-01 09:00:00,1
"iTunes Store","Spooky Stacks: Four Horror Tales","Scott Nicholson","horror fiction",0,3.59,30,NA,NA,2025-11-01 09:00:00,1
"Open Library","Battlefield of the Mind","Joyce Meyer","self_help",NA,4.89,4,1995,"eng",2025-11-01 09:00:00,1
"iTunes Store","Lightfall: A Place Between","Tim Probert","childrens fiction",9.9,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","How to Win Friends and Influence People","Dale Carnegie","psychology",NA,4.09,403,1936,"por",2025-11-01 09:00:00,1
"iTunes Store","On Wings of Blood","Briar Boleyn","fantasy",3.89,4.39,142,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Edge of Madness (A Cain Shepherd FBI Suspense Thriller—Book One)","Kate Bold","mystery thriller",1,4.54,30,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Philosophy of Physics","Tim Maudlin","philosophy",19.57,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Horror America","Paul Westwood","horror fiction",0,4.39,44,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Catalog of Unabashed Gratitude","Ross Gay","poetry",10.04,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","The lost boy","David J. Pelzer","self_help",NA,4.97,10,1994,"swe",2025-11-01 09:00:00,1
"Open Library","Ralph S. Mouse","Beverly Cleary","sports",NA,3.98,8,1982,"eng",2025-11-01 09:00:00,1
"Open Library","Harry Potter and the Deathly Hallows","J. K. Rowling","fantasy",NA,4.31,408,2007,"gre",2025-11-01 09:00:00,1
"Open Library","Cost accounting","Charles T. Horngren","business",NA,3.27,3,1962,"chi",2025-11-01 09:00:00,1
"Open Library","Poems by John Keats","John Keats","biography",NA,4.32,5,1800,"eng",2025-11-01 09:00:00,1
"Open Library","Philosophiae naturalis principia mathematica","Sir Isaac Newton","philosophy",NA,3.81,15,1687,"lat",2025-11-01 09:00:00,1
"Google Books","Goethe's Faust","Johann Wolfgang von Goethe","Drama",NA,NA,NA,1954,"en",2025-11-01 09:00:00,1
"Open Library","Getting Things Done","David Allen","business",NA,3.87,52,2001,"cze",2025-11-01 09:00:00,1
"iTunes Store","Philosophy of Religion","Tim Bayne","philosophy",7.81,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Autumn Adventure","Amy Sparling","adventure",0.95,4.46,138,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","The Story of the World: History for the Classical Child, Volume 3: Early Modern Times","Susan Wise Bauer","world history",9.54,5,11,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","The Year's Best Science Fiction: Fifteenth Annual Collection","Gardner Dozois","science fiction",14.3,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Female Killers: True Crime Stories of Murderous Women","Eliza Toska","true crime",2.03,4.44,36,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Cooking Light The New Way to Cook Light","Editors of Cooking Light","cooking",18.58,3.42,50,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Martial Arts against Multiple Opponents","Lor Mun Mak","sports outdoors",0,3.88,24,NA,NA,2025-11-01 09:00:00,1
"Open Library","The Sea Fairies","L. Frank Baum","historical_fiction",NA,3.33,3,1911,"rus",2025-11-01 09:00:00,1
"Google Books","Psychopathology","John Ernest Nicole","Historical",NA,NA,NA,1934,"en",2025-11-01 09:00:00,1
"iTunes Store","True Crime Addict","James Renner","true crime",13.07,4.11,98,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","The Year's Best Science Fiction: Twentieth Annual Collection","Gardner Dozois","science fiction",15.01,3.97,6,NA,NA,2025-11-01 09:00:00,1
"Open Library","Interview With the Vampire","Anne Rice","horror",NA,4.03,91,1976,"cat",2025-11-01 09:00:00,1
"iTunes Store","The Secret of Cooking","Bee Wilson","cooking",34.21,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","Tuesdays with Morrie","Mitch Albom","philosophy",NA,3.77,80,1994,"rus",2025-11-01 09:00:00,1
"Google Books","Science & Technology in Fact and Fiction","DayAnn M. Kennedy, Stella S. Spangler, Mary Ann Vanderwerf","Literary Criticism",NA,NA,NA,1990,"en",2025-11-01 09:00:00,1
"iTunes Store","Search for the Shadow Key","Wayne Thomas Batson","childrens fiction",11.4,4.06,5,NA,NA,2025-11-01 09:00:00,1
"Open Library","Tao te Ching","老子","philosophy",NA,4.23,55,1842,"por",2025-11-01 09:00:00,1
"Open Library","Life on the Mississippi","Mark Twain","biography",NA,3.93,6,1883,"eng",2025-11-01 09:00:00,1
"Open Library","Tender at the bone","Ruth Reichl","cookbook",NA,4.08,7,1998,"chi",2025-11-01 09:00:00,1
"Open Library","Guide des mouvements de musculation","Frédéric Delavier","sports",NA,3.54,4,2001,"eng",2025-11-01 09:00:00,1
"Open Library","History","Herodotus","science_fiction",NA,3.89,15,1494,"grc",2025-11-01 09:00:00,1
"Open Library","Art Through the Ages","Helen Gardner","art",NA,4.9,2,1926,"eng",2025-11-01 09:00:00,1
"Open Library","Συμπόσιον","Πλάτων","philosophy",NA,4.26,27,1559,"por",2025-11-01 09:00:00,1
"iTunes Store","The Caterpillar Adventure","Philip Hunt","adventure",0,4.07,15,NA,NA,2025-11-01 09:00:00,1
"Google Books","Business Information Sources","Lorna M. Daniells","Business & Economics",NA,NA,NA,1976,"en",2025-11-01 09:00:00,1
"Open Library","De rerum natura","Titus Lucretius Carus","philosophy",NA,3.71,15,1486,"mul",2025-11-01 09:00:00,1
"Open Library","500 Vegan Dishes","Deborah Gray","cookbook",NA,NA,NA,2011,"eng",2025-11-01 09:00:00,1
"Open Library","The Return of the Native","Thomas Hardy","travel",NA,4.03,7,1878,"und",2025-11-01 09:00:00,1
"Open Library","Moll Flanders","Daniel Defoe","poetry",NA,3.81,4,1722,"rus",2025-11-01 09:00:00,1
"iTunes Store","Let Us Descend (Oprah's Book Club)","Jesmyn Ward","historical fiction",2.89,4.09,216,NA,NA,2025-11-01 09:00:00,1
"Open Library","Notre Dame de Paris","Victor Hugo","poetry",NA,4.24,44,1831,"eng",2025-11-01 09:00:00,1
"iTunes Store","An Introduction to Performance Psychology","Rachel Moan","sports outdoors",0,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","The New Encyclopedia of Modern Bodybuilding","Arnold Schwarzenegger & Bill Dobbins","sports outdoors",30.12,3.92,294,NA,NA,2025-11-01 09:00:00,1
"Open Library","Joy of Cooking","Irma S. Rombauer","cookbook",NA,4.7,13,1931,"swe",2025-11-01 09:00:00,1
"Open Library","The Island of Dr. Moreau","H. G. Wells","science_fiction",NA,3.66,49,1896,"ger",2025-11-01 09:00:00,1
"Open Library","Naturalis historia","Pliny the Elder","art",NA,3.42,4,1469,"mul",2025-11-01 09:00:00,1
"Open Library","Faerie queene","Edmund Spenser","science_fiction",NA,4.5,10,1590,"eng",2025-11-01 09:00:00,1
"iTunes Store","The Spaceman's Omega: A Mpreg Science Fiction Romance","Tabatha Austin","science fiction",0,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","World History","Stefanie Camling, Mike Halliwill, Troy Kilgus, Anne Koschmider, Adam Lincoln, Mark Pontoni, Anthony Salciccoli, Tom Stoppa, Nick Vartanian, Melissa Wozniak & Rebecca Bush","world history",0,4.11,5,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","TRUE CRIME: British Murder Mysteries","Arthur Conan Doyle & Musaicum Press","true crime",0.99,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","Cyropaedia","Xenophon","poetry",NA,3.27,19,1527,"rus",2025-11-01 09:00:00,1
"iTunes Store","I Got Drunk and then Poetry","Mark Petersen","poetry",0,3.97,731,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","WEST PORT MURDERS (True Crime Classic)","Various Authors","true crime",2.07,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","True Crime: Pinkerton National Detective Agency","Allan Pinkerton & Musaicum Press","true crime",0.95,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","The herbal kitchen","Kami McBride","cookbook",NA,NA,NA,2010,"eng",2025-11-01 09:00:00,1
"iTunes Store","Haiti Business Law & Finance","Dennis Kelly, Esq.","business finance",25.62,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Accepting the Alien's Trade: A Science Fiction Erotic Adventure","Claire Westwood","science fiction",2.95,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","Whose Body?","Dorothy L. Sayers","mystery",NA,4.27,28,1923,"eng",2025-11-01 09:00:00,1
"iTunes Store","Now Run (A Brynn Justice FBI Suspense Thriller—Book One)","Kate Bold","mystery thriller",0,4.03,250,NA,NA,2025-11-01 09:00:00,1
"Open Library","Lord of the Flies","William Golding","children",NA,3.64,381,1954,"por",2025-11-01 09:00:00,1
"Open Library","Collected papers","Sigmund Freud","art",NA,NA,NA,1906,"ger",2025-11-01 09:00:00,1
"Open Library","Schachnovelle","Stefan Zweig","travel",NA,4.02,31,1943,"por",2025-11-01 09:00:00,1
"Open Library","The Marvelous Land of Oz","L. Frank Baum","children",NA,3.29,19,1904,"eng",2025-11-01 09:00:00,1
"Open Library","For Whom the Bell Tolls","Ernest Hemingway","history",NA,3.69,25,1940,"por",2025-11-01 09:00:00,1
"Google Books","A Man to Call My Own","Johanna Lindsey","Fiction",NA,NA,NA,2004,"en",2025-11-01 09:00:00,1
"Open Library","The Narrative of Arthur Gordon Pym","Edgar Allan Poe","fiction",NA,4.29,7,1838,"jpn",2025-11-01 09:00:00,1
"Google Books","Philosophy in a Time of Terror","Jürgen Habermas, Jacques Derrida, Giovanna Borradori","History",NA,NA,NA,2003,"en",2025-11-01 09:00:00,1
"iTunes Store","Carl Panzram: The Gruesome True Crime Story of the Savage Serial Killer","Ryan James","true crime",2.97,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Google Books","Household Hints and Recipes","Henry T. Williams, Sophia Orne Johnson","Conduct of life",NA,NA,NA,1884,"en",2025-11-01 09:00:00,1
"iTunes Store","Fae's Deception: A Fae Fantasy Romance","M. Lynn & Melissa A. Craven","fantasy",0,4.61,420,NA,NA,2025-11-01 09:00:00,1
"Google Books","Cruauté Et Civilization","Roland Auguet","History",NA,4.07,1,1994,"en",2025-11-01 09:00:00,1
"Open Library","Treasure Island","Robert Louis Stevenson","travel",NA,3.7,97,1880,"yid",2025-11-01 09:00:00,1
"Open Library","The Tell-Tale Heart","Edgar Allan Poe","horror",NA,4.16,54,1958,"eng",2025-11-01 09:00:00,1
"iTunes Store","The Psychology of Singing","David Clark Taylor","psychology",0,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","Good wives","Louisa May Alcott","biography",NA,4.3,10,1870,"chi",2025-11-01 09:00:00,1
"iTunes Store","The Essential Romantic Poetry Collection","Robert Browning, John Keats, Robert Burns & Lord Byron","poetry",6.22,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","Le Corbusier","Le Corbusier","travel",NA,2.53,2,1938,"mul",2025-11-01 09:00:00,1
"iTunes Store","True Crime: Tony Soprano","Quik eBooks","true crime",0.97,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","The Portrait of a Lady","Henry James","psychology",NA,4,22,1881,"urd",2025-11-01 09:00:00,1
"Open Library","The Black Cat","Edgar Allan Poe","horror",NA,4.1,19,1914,"spa",2025-11-01 09:00:00,1
"Open Library","Jamie at Home","Jamie Oliver","cookbook",NA,NA,NA,2007,"eng",2025-11-01 09:00:00,1
"iTunes Store","Please Love Me at My Worst","Michaela Angemeer","poetry",9.61,4.52,129,NA,NA,2025-11-01 09:00:00,1
"Open Library","Noli Me Tangere","José Rizal","history",NA,4.47,10,1902,"ita",2025-11-01 09:00:00,1
"iTunes Store","What Is Philosophy?","Gilles Deleuze, Felix Guattari, Hugh Tomlinson & Graham Burchell","philosophy",25.43,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","A Leaf on the Wind of All Hallows: An Outlander Novella","Diana Gabaldon","historical fiction",3.86,4.6,960,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Glass Secrets - An Enemies to Lovers Romance Novel","A. M. Kusi","romance novel",2.95,4.63,26,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","The Complete Guide to the Year’s Best Science Fiction, Fantasy and Horror","Blue Tyson","horror fiction",0,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Accounting and Finance: An Introduction","Eddie McLaney & Peter Atrill","business finance",57.15,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","The book of the damned","Charles Fort","science_fiction",NA,3.91,2,1919,"eng",2025-11-01 09:00:00,1
"Open Library","Mein Kampf","Adolf Hitler","history",NA,4.08,55,1922,"cze",2025-11-01 09:00:00,1
"Open Library","Pollyanna","Eleanor Hodgman Porter","historical_fiction",NA,3.86,22,1912,"rus",2025-11-01 09:00:00,1
"Google Books","Architecture in the United States","Dell Upton","Architecture",NA,3.07,1,1998,"en",2025-11-01 09:00:00,1
"Google Books","Ruth's Journey","Donald McCaig","Fiction",NA,NA,NA,2014,"en",2025-11-01 09:00:00,1
"iTunes Store","Guerrilla Girls: The Art of Behaving Badly","Guerrilla Girls","art design",15.38,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","The King in Yellow","Robert W. Chambers","fiction",NA,3.89,16,1895,"eng",2025-11-01 09:00:00,1
"Open Library","πολιτεία","Πλάτων","philosophy",NA,3.81,55,1554,"grc",2025-11-01 09:00:00,1
"Open Library","The Eagle has Landed","Henry Patterson","thriller",NA,4.31,13,1975,"ger",2025-11-01 09:00:00,1
"Open Library","The Souls of Black Folk","W. E. B. Du Bois","history",NA,4,9,1903,"fre",2025-11-01 09:00:00,1
"Open Library","Смерть Ивана Ильича","Лев Толстой","psychology",NA,4.17,44,1887,"fre",2025-11-01 09:00:00,1
"iTunes Store","My Addiction","Jason Wallace Poetry","poetry",0,4,13,NA,NA,2025-11-01 09:00:00,1
"Open Library","The Pearl","John Steinbeck","thriller",NA,3.65,53,1945,"tib",2025-11-01 09:00:00,1
